0, 5, 200, 100, 83, 22
1, 5, 100, 200, 28, 21
!!!
0, 0, 200, 100, 100, 100
0, 2.5, 200, 100, 93, 40
0, 5, 200, 100, 83, 22
0, 15, 200, 100, 83, 22
0, 17.5, 200, 100, 83, 4
0, 20, 200, 100, 79, 0
1, 0, 100, 200, 0, 25
1, 2.5, 100, 200, 5, 27
1, 5, 100, 200, 28, 21
1, 15, 100, 200, 28, 21
1, 17.5, 100, 200, 5, 20
1, 20, 100, 200, 0, 17
---
0, 5, 203, 102, 79, 22
1, 5, 100, 194, 26, 21
!!!
0, 0, 203, 102, 100, 100
0, 2.5, 203, 102, 93, 40
0, 5, 203, 102, 79, 22
0, 15, 203, 102, 79, 22
0, 17.5, 203, 102, 83, 4
0, 20, 203, 102, 79, 0
1, 0, 100, 194, 0, 25
1, 2.5, 100, 194, 5, 27
1, 5, 100, 194, 26, 21
1, 15, 100, 194, 26, 21
1, 17.5, 100, 194, 5, 20
1, 20, 100, 194, 0, 17
---
0, 5, 200, 98, 83, 24
1, 5, 98, 194, 30, 21
!!!
0, 0, 200, 98, 100, 100
0, 2.5, 200, 98, 93, 40
0, 5, 200, 98, 83, 24
0, 15, 200, 98, 83, 24
0, 17.5, 200, 98, 83, 4
0, 20, 200, 98, 79, 0
1, 0, 98, 194, 0, 25
1, 2.5, 98, 194, 5, 27
1, 5, 98, 194, 30, 21
1, 15, 98, 194, 30, 21
1, 17.5, 98, 194, 5, 20
1, 20, 98, 194, 0, 17
---
0, 5, 191, 101, 86, 20
1, 5, 97, 203, 28, 23
!!!
0, 0, 191, 101, 100, 100
0, 2.5, 191, 101, 93, 40
0, 5, 191, 101, 86, 20
0, 15, 191, 101, 86, 20
0, 17.5, 191, 101, 83, 4
0, 20, 191, 101, 79, 0
1, 0, 97, 203, 0, 25
1, 2.5, 12, 203, 5, 27
1, 5, 97, 203, 28, 23
1, 15, 97, 203, 28, 23
1, 17.5, 97, 203, 5, 20
1, 20, 97, 203, 0, 17
---
0, 5, 196, 95, 83, 21
1, 5, 102, 194, 28, 21
!!!
0, 0, 196, 95, 100, 100
0, 2.5, 196, 95, 93, 40
0, 5, 196, 95, 83, 21
0, 15, 196, 95, 83, 21
0, 17.5, 196, 95, 83, 4
0, 20, 196, 95, 79, 0
1, 0, 102, 194, 0, 25
1, 2.5, 102, 194, 5, 27
1, 5, 102, 194, 28, 21
1, 15, 102, 194, 28, 21
1, 17.5, 102, 194, 5, 20
1, 20, 102, 194, 0, 17
---
0, 5, 198, 97, 83, 21
1, 5, 99, 192, 30, 19
!!!
0, 0, 198, 97, 100, 100
0, 2.5, 198, 97, 93, 40
0, 5, 198, 97, 83, 21
0, 15, 198, 97, 83, 21
0, 17.5, 198, 97, 83, 4
0, 20, 198, 97, 79, 0
1, 0, 99, 192, 0, 25
1, 2.5, 99, 192, 5, 27
1, 5, 99, 192, 30, 19
1, 15, 99, 192, 30, 19
1, 17.5, 99, 192, 5, 20
1, 20, 99, 192, 0, 17
---
0, 5, 100, 100, 42, 28
1, 5, 100, 100, 9, 35
2, 5, 100, 100, 19, 24
!!!
0, 0, 100, 100, 100, 94
0, 2.5, 100, 100, 68, 37
0, 5, 100, 100, 42, 28
0, 15, 100, 100, 42, 28
0, 17.5, 100, 100, 69, 7
0, 20, 100, 100, 96, 0
1, 0, 100, 100, 0, 96
1, 2.5, 100, 100, 3, 37
1, 5, 100, 100, 9, 35
1, 15, 100, 100, 9, 35
1, 17.5, 100, 100, 6, 11
1, 20, 100, 100, 0, 1
2, 0, 100, 100, 18, 0
2, 2.5, 100, 100, 20, 3
2, 5, 100, 100, 19, 24
2, 15, 100, 100, 19, 24
2, 17.5, 100, 100, 20, 52
2, 20, 100, 100, 21, 100
---
0, 5, 99, 98, 43, 28
1, 5, 103, 104, 8, 36
2, 5, 98, 103, 19, 25
!!!
0, 0, 99, 98, 100, 94
0, 2.5, 99, 98, 68, 37
0, 5, 99, 98, 43, 28
0, 15, 99, 98, 43, 28
0, 17.5, 99, 98, 69, 7
0, 20, 99, 98, 96, 0
1, 0, 103, 104, 0, 96
1, 2.5, 103, 104, 3, 37
1, 5, 103, 104, 8, 36
1, 15, 103, 104, 8, 36
1, 17.5, 103, 104, 6, 11
1, 20, 103, 104, 0, 1
2, 0, 98, 103, 18, 0
2, 2.5, 98, 103, 20, 3
2, 5, 98, 103, 19, 25
2, 15, 98, 103, 19, 25
2, 17.5, 98, 103, 20, 52
2, 20, 98, 103, 21, 100
---
0, 5, 103, 99, 43, 26
1, 5, 99, 104, 8, 36
2, 5, 99, 96, 18, 26
!!!
0, 0, 103, 99, 100, 94
0, 2.5, 103, 99, 68, 37
0, 5, 103, 99, 43, 26
0, 15, 103, 99, 43, 26
0, 17.5, 103, 99, 69, 7
0, 20, 103, 99, 96, 0
1, 0, 99, 104, 0, 96
1, 2.5, 99, 104, 3, 37
1, 5, 99, 104, 8, 36
1, 15, 99, 104, 8, 36
1, 17.5, 99, 104, 6, 11
1, 20, 99, 104, 0, 1
